model,year,price,transmission,mileage,fueltype,tax,mpg,enginesize
 Viva,2017,6495.0,Manual,31085,Petrol,145,62.8,1.0
 Viva,2016,6495.0,Manual,22169,Petrol,20,62.8,1.0
 Viva,2016,6399.0,Manual,8641,Petrol,20,62.8,1.0
 Viva,2016,6995.0,Manual,30052,Petrol,20,62.8,1.0
 Viva,2016,5995.0,Manual,27352,Petrol,20,62.8,1.0
 Viva,2018,7350.0,Manual,18754,Petrol,145,60.1,1.0
 Viva,2016,5695.0,Manual,24504,Petrol,20,62.8,1.0
 Viva,2017,6250.0,Manual,37295,Petrol,20,62.8,1.0
 Viva,2018,6450.0,Manual,21000,Petrol,150,61.4,1.0
 Viva,2017,5995.0,Manual,37295,Petrol,20,62.8,1.0
 Viva,2018,6991.0,Manual,5600,Petrol,145,46.3,1.0
 Viva,2017,5700.0,Manual,19352,Petrol,20,62.8,1.0
 Viva,2015,5250.0,Manual,23678,Petrol,20,62.8,1.0
 Viva,2018,6990.0,Manual,12421,Petrol,145,62.8,1.0
 Viva,2018,8890.0,Manual,3500,Petrol,145,46.3,1.0
 Viva,2016,5299.0,Manual,46736,Petrol,0,65.7,1.0
 Viva,2016,5290.0,Manual,37316,Petrol,20,62.8,1.0
 Viva,2016,5590.0,Manual,17260,Petrol,20,62.8,1.0
 Viva,2016,5390.0,Manual,20814,Petrol,20,62.8,1.0
 Viva,2016,5490.0,Manual,25154,Petrol,20,62.8,1.0
 Viva,2016,4990.0,Manual,39306,Petrol,20,62.8,1.0
 Viva,2017,5490.0,Manual,10515,Petrol,20,62.8,1.0
 Viva,2019,7990.0,Manual,1936,Petrol,145,46.3,1.0
 Viva,2017,6500.0,Manual,9600,Petrol,20,62.8,1.0
 Viva,2017,6550.0,Manual,8158,Petrol,145,62.8,1.0
 Viva,2015,5660.0,Manual,11653,Petrol,20,62.8,1.0
 Viva,2016,6110.0,Manual,18909,Petrol,20,62.8,1.0
 Viva,2017,6130.0,Manual,54000,Petrol,145,61.4,1.0
 Viva,2018,6730.0,Manual,12623,Petrol,145,61.4,1.0
 Viva,2016,5300.0,Manual,20074,Petrol,20,62.8,1.0
 Viva,2016,5680.0,Manual,19441,Petrol,20,62.8,1.0
 Viva,2016,5440.0,Manual,43072,Petrol,20,62.8,1.0
 Viva,2018,6999.0,Manual,10671,Petrol,145,46.3,1.0
 Viva,2016,6600.0,Manual,7648,Petrol,20,62.8,1.0
 Viva,2019,8750.0,Manual,4200,Petrol,145,46.3,1.0
 Viva,2016,5490.0,Manual,45775,Petrol,20,62.8,1.0
 Viva,2019,7495.0,Manual,3500,Petrol,145,46.3,1.0
 Viva,2019,7495.0,Manual,3000,Petrol,145,46.3,1.0
 Viva,2016,6500.0,Manual,32989,Petrol,20,62.8,1.0
 Viva,2018,8000.0,Manual,16005,Petrol,145,61.4,1.0
 Viva,2018,8500.0,Manual,16409,Petrol,145,60.1,1.0
 Viva,2018,7999.0,Manual,6399,Petrol,145,46.3,1.0
 Viva,2018,7999.0,Manual,12731,Petrol,145,46.3,1.0
 Viva,2017,6500.0,Manual,27039,Petrol,20,62.8,1.0
 Viva,2017,6799.0,Manual,6830,Petrol,20,62.8,1.0
 Viva,2018,7999.0,Manual,11200,Petrol,145,46.3,1.0
 Viva,2019,7995.0,Manual,5000,Petrol,145,46.3,1.0
 Viva,2018,7494.0,Manual,1639,Petrol,145,46.3,1.0
 Viva,2018,6994.0,Manual,1139,Petrol,145,46.3,1.0
 Viva,2017,6500.0,Manual,12000,Petrol,145,61.4,1.0
 Viva,2016,6100.0,Manual,22949,Petrol,20,62.8,1.0
 Viva,2017,6900.0,Manual,12273,Petrol,145,62.8,1.0
 Viva,2017,6550.0,Manual,33000,Petrol,20,62.8,1.0
 Viva,2015,5750.0,Manual,20451,Petrol,20,62.8,1.0
 Viva,2015,5485.0,Manual,47744,Petrol,20,62.8,1.0
 Viva,2017,6390.0,Manual,18170,Petrol,20,62.8,1.0
 Viva,2019,7995.0,Manual,6239,Petrol,145,46.3,1.0
 Viva,2019,7689.0,Manual,7129,Petrol,145,46.3,1.0
 Viva,2017,7662.0,Manual,11041,Petrol,145,61.4,1.0
 Viva,2016,5779.0,Manual,35000,Petrol,20,62.8,1.0
 Viva,2019,7995.0,Manual,5384,Petrol,145,46.3,1.0
 Viva,2019,7495.0,Manual,7249,Petrol,145,46.3,1.0
 Viva,2019,7494.0,Manual,5705,Petrol,145,46.3,1.0
 Viva,2019,7295.0,Manual,7274,Petrol,145,46.3,1.0
 Viva,2019,7995.0,Manual,8289,Petrol,145,46.3,1.0
 Viva,2019,7995.0,Manual,7225,Petrol,145,46.3,1.0
 Viva,2017,6128.0,Manual,15000,Petrol,145,61.4,1.0
 Viva,2019,7494.0,Manual,7294,Petrol,145,46.3,1.0
 Viva,2019,7494.0,Manual,7011,Petrol,145,46.3,1.0
 Viva,2019,7415.0,Manual,6092,Petrol,145,46.3,1.0
 Viva,2019,7494.0,Manual,4944,Petrol,150,46.3,1.0
 Viva,2016,5999.0,Manual,14092,Petrol,20,62.8,1.0
 Viva,2018,7875.0,Manual,3868,Petrol,145,46.3,1.0
 Viva,2018,6995.0,Manual,6250,Petrol,145,46.3,1.0
 Viva,2016,6599.0,Manual,10758,Petrol,20,62.8,1.0
 Viva,2016,5500.0,Manual,25420,Petrol,20,62.8,1.0
 Viva,2016,5799.0,Manual,11680,Petrol,20,62.8,1.0
 Viva,2019,10299.0,Manual,6000,Petrol,145,46.3,1.0
 Viva,2016,5800.0,Manual,22737,Petrol,20,62.8,1.0
 Viva,2018,7195.0,Manual,18818,Petrol,150,46.3,1.0
 Viva,2016,6400.0,Manual,22161,Petrol,0,65.7,1.0
 Viva,2016,6800.0,Manual,7217,Petrol,20,62.8,1.0
 Viva,2019,7600.0,Manual,469,Petrol,150,46.3,1.0
 Viva,2018,7999.0,Manual,6313,Petrol,140,60.1,1.0
 Viva,2017,6000.0,Manual,11662,Petrol,145,61.4,1.0
 Viva,2017,5975.0,Manual,18189,Petrol,20,62.8,1.0
 Viva,2019,7500.0,Manual,2546,Petrol,145,46.3,1.0
 Viva,2016,6500.0,Manual,19880,Petrol,20,62.8,1.0
 Viva,2016,5984.0,Manual,18834,Petrol,20,62.8,1.0
 Viva,2017,6499.0,Manual,23000,Petrol,20,62.8,1.0
 Viva,2017,7000.0,Manual,20100,Petrol,145,61.4,1.0
 Viva,2019,8499.0,Manual,2534,Petrol,140,46.3,1.0
 Viva,2017,6000.0,Manual,13388,Petrol,20,62.8,1.0
 Viva,2018,7999.0,Semi-Auto,6255,Petrol,145,62.8,1.0
 Viva,2018,7999.0,Semi-Auto,9996,Petrol,145,62.8,1.0
 Viva,2018,8000.0,Semi-Auto,7393,Petrol,145,62.8,1.0
 Viva,2018,8000.0,Semi-Auto,5746,Petrol,145,62.8,1.0
 Viva,2018,8000.0,Semi-Auto,7032,Petrol,145,62.8,1.0
 Viva,2018,8000.0,Semi-Auto,9456,Petrol,145,62.8,1.0
 Viva,2016,4991.0,Manual,71011,Petrol,20,62.8,1.0
 Viva,2017,5999.0,Manual,30594,Petrol,145,62.8,1.0
 Viva,2019,7990.0,Manual,3708,Petrol,145,46.3,1.0
 Viva,2019,7990.0,Manual,3251,Petrol,145,46.3,1.0
 Viva,2019,8490.0,Manual,3000,Petrol,145,46.3,1.0
 Viva,2016,5999.0,Manual,30254,Petrol,20,62.8,1.0
 Viva,2018,7999.0,Manual,7800,Petrol,145,46.3,1.0
 Viva,2018,8997.0,Manual,4360,Petrol,145,60.1,1.0
 Viva,2017,6999.0,Manual,14022,Petrol,145,62.8,1.0
 Viva,2016,6679.0,Manual,13234,Petrol,0,65.7,1.0
 Viva,2017,3795.0,Manual,10900,Petrol,20,62.8,1.0
 Viva,2018,7990.0,Manual,7500,Petrol,140,46.3,1.0
 Viva,2019,7990.0,Manual,5000,Petrol,145,46.3,1.0
 Viva,2019,7490.0,Manual,10,Petrol,150,46.3,1.0
 Viva,2017,8990.0,Automatic,3700,Petrol,20,62.8,1.0
 Viva,2017,6490.0,Manual,7500,Petrol,20,62.8,1.0
 Viva,2016,5999.0,Manual,33000,Petrol,20,62.8,1.0
 Viva,2019,8490.0,Manual,12000,Petrol,145,46.3,1.0
 Viva,2019,8499.0,Manual,15000,Petrol,145,46.3,1.0
 Viva,2015,6000.0,Manual,20322,Petrol,20,62.8,1.0
 Viva,2019,8295.0,Manual,2812,Petrol,145,46.3,1.0
 Viva,2016,6000.0,Manual,46297,Petrol,20,62.8,1.0
 Viva,2016,5995.0,Manual,31708,Petrol,20,62.8,1.0
 Viva,2015,5750.0,Manual,20018,Petrol,20,62.8,1.0
 Viva,2016,6295.0,Manual,27923,Petrol,20,62.8,1.0
 Viva,2015,6000.0,Manual,19843,Petrol,20,62.8,1.0
 Viva,2016,5200.0,Manual,21704,Other,0,65.7,1.0
 Viva,2016,5695.0,Manual,12800,Petrol,20,62.8,1.0
 Viva,2016,5990.0,Manual,12387,Petrol,20,62.8,1.0
 Viva,2016,6490.0,Manual,26524,Petrol,20,62.8,1.0
 Viva,2016,5900.0,Manual,23097,Petrol,20,62.8,1.0
 Viva,2015,5400.0,Manual,40972,Petrol,20,62.8,1.0
 Viva,2019,8779.0,Manual,6147,Petrol,145,46.3,1.0
 Viva,2017,6275.0,Manual,15000,Petrol,20,62.8,1.0
 Viva,2019,8495.0,Manual,6849,Petrol,145,46.3,1.0
 Viva,2019,8495.0,Manual,5870,Petrol,145,46.3,1.0
 Viva,2017,6288.0,Manual,5857,Petrol,20,62.8,1.0
 Viva,2018,6971.0,Manual,6859,Petrol,145,61.4,1.0
 Mokka,2014,8527.0,Manual,29327,Petrol,205,43.5,1.6
 Mokka,2016,10990.0,Automatic,16000,Petrol,160,43.5,1.4
 Mokka,2016,8990.0,Manual,39898,Diesel,30,65.7,1.6
 Mokka,2016,10801.0,Manual,17769,Petrol,200,42.2,1.4
 Mokka,2013,7999.0,Manual,39542,Diesel,125,57.6,1.7
 Mokka,2016,9495.0,Manual,16211,Petrol,200,40.9,1.6
 Mokka,2015,8795.0,Automatic,34961,Diesel,150,55.4,1.6
 Mokka,2015,8240.0,Manual,38944,Petrol,200,43.5,1.6
 Mokka,2016,9491.0,Manual,30267,Petrol,160,44.8,1.4
 Mokka,2016,9760.0,Manual,12935,Petrol,160,44.8,1.4
 Mokka,2019,19995.0,Other,1450,Diesel,145,57.7,1.5
 Mokka,2015,8995.0,Manual,15302,Petrol,160,44.8,1.4
 Mokka,2016,8995.0,Manual,38314,Petrol,200,40.9,1.6
 Mokka,2015,8198.0,Manual,28813,Petrol,200,43.5,1.6
 Mokka,2015,7998.0,Manual,41369,Petrol,200,40.9,1.6
 Mokka,2015,7998.0,Manual,31379,Petrol,200,40.9,1.6
 Mokka,2016,9998.0,Manual,18901,Diesel,125,60.1,1.6
 Mokka,2016,9498.0,Manual,16081,Petrol,165,44.8,1.4
 Mokka,2016,8995.0,Manual,26825,Petrol,200,40.9,1.6
 Mokka,2013,5995.0,Manual,58001,Petrol,200,43.5,1.6
 Mokka,2016,10495.0,Manual,14894,Diesel,30,65.7,1.6
 Mokka,2015,7998.0,Manual,42902,Petrol,200,43.5,1.6
 Mokka,2016,8498.0,Manual,42252,Petrol,165,44.8,1.4
 Mokka,2016,7998.0,Manual,48125,Petrol,205,40.9,1.6
 Mokka,2015,7698.0,Manual,51832,Petrol,205,40.9,1.6
 Mokka,2016,9739.0,Manual,17025,Diesel,20,68.9,1.6
 Mokka,2015,7949.0,Manual,67698,Diesel,20,68.9,1.6
 Mokka,2014,7495.0,Manual,42000,Diesel,30,62.8,1.7
 Mokka,2016,9998.0,Manual,6953,Petrol,200,40.9,1.6
 Mokka,2016,7998.0,Manual,56798,Diesel,30,65.7,1.6
 Mokka,2016,7495.0,Manual,50500,Diesel,30,65.7,1.6
 Mokka,2014,6698.0,Manual,46025,Diesel,30,62.8,1.7
 Mokka,2016,9498.0,Manual,26887,Petrol,165,44.8,1.4
 Mokka,2016,8998.0,Manual,32586,Petrol,160,44.8,1.4
 Mokka,2014,7998.0,Manual,22544,Petrol,200,43.5,1.6
 Mokka,2016,8598.0,Manual,36568,Diesel,30,65.7,1.6
 Mokka,2016,8498.0,Manual,28031,Petrol,200,40.9,1.6
 Mokka,2015,8998.0,Manual,34147,Petrol,160,44.8,1.4
 Mokka,2016,8998.0,Manual,36851,Petrol,205,40.9,1.6
 Mokka,2016,8998.0,Manual,33116,Petrol,160,44.8,1.4
 Mokka,2016,7998.0,Manual,43310,Petrol,200,40.9,1.6
 Mokka,2014,7298.0,Manual,49524,Diesel,30,60.1,1.7
 Mokka,2014,7998.0,Manual,18915,Petrol,200,43.5,1.6
 Mokka,2015,8298.0,Manual,37090,Petrol,160,44.8,1.4
 Mokka,2016,9998.0,Manual,19753,Petrol,160,44.8,1.4
 Mokka,2015,8998.0,Manual,25352,Petrol,160,44.8,1.4
 Mokka,2015,9698.0,Manual,26531,Petrol,205,42.2,1.4
 Mokka,2014,7498.0,Manual,36402,Petrol,200,43.5,1.6
 Mokka,2016,10698.0,Manual,17204,Petrol,160,44.8,1.4
 Mokka,2015,7998.0,Manual,40362,Petrol,160,44.8,1.4
 Mokka,2015,8998.0,Manual,36215,Petrol,200,42.2,1.4
 Mokka,2015,8298.0,Manual,39927,Petrol,200,42.2,1.4
 Mokka,2015,8498.0,Manual,44783,Diesel,20,68.9,1.6
 Mokka,2015,7998.0,Manual,46311,Petrol,200,42.2,1.4
 Mokka,2016,9998.0,Manual,19411,Petrol,160,44.8,1.4
 Mokka,2016,9998.0,Manual,18507,Diesel,125,60.1,1.6
 Mokka,2015,7798.0,Manual,34997,Petrol,200,40.9,1.6
 Mokka,2016,9998.0,Manual,24775,Diesel,20,68.9,1.6
 Mokka,2015,8698.0,Manual,30466,Petrol,160,44.8,1.4
 Mokka,2013,7498.0,Manual,24124,Petrol,205,43.5,1.6
 Mokka,2013,7201.0,Manual,49652,Diesel,125,57.6,1.7
 Mokka,2015,8991.0,Automatic,49231,Petrol,160,43.5,1.4
 Mokka,2014,8491.0,Manual,29731,Diesel,30,62.8,1.7
 Mokka,2014,6800.0,Manual,64822,Petrol,200,43.5,1.6
 Mokka,2015,8691.0,Manual,42436,Petrol,165,44.8,1.4
 Mokka,2015,8698.0,Manual,38539,Diesel,30,65.7,1.6
 Mokka,2015,8798.0,Manual,32634,Petrol,160,44.8,1.4
 Mokka,2014,7698.0,Manual,31501,Petrol,200,43.5,1.6
 Mokka,2014,6491.0,Manual,61661,Petrol,200,43.5,1.6
 Mokka,2015,8999.0,Automatic,34076,Petrol,205,40.4,1.4
 Mokka,2014,7855.0,Automatic,40670,Diesel,145,53.3,1.7
 Mokka,2014,7855.0,Automatic,40667,Diesel,150,53.3,1.7
 Mokka,2015,8798.0,Manual,30632,Petrol,205,42.2,1.4
 Mokka,2015,7698.0,Manual,47364,Petrol,200,43.5,1.6
 Mokka,2015,8999.0,Automatic,34076,Petrol,200,40.4,1.4
 Mokka,2015,8498.0,Manual,30503,Petrol,160,44.8,1.4
 Mokka,2016,9210.0,Manual,18348,Petrol,160,44.8,1.4
 Mokka,2015,8998.0,Manual,28849,Petrol,160,44.8,1.4
 Mokka,2016,8998.0,Manual,33850,Petrol,160,44.8,1.4
 Mokka,2014,8120.0,Manual,42675,Diesel,30,60.1,1.7
 Mokka,2016,8995.0,Manual,19003,Diesel,20,68.9,1.6
 Mokka,2014,7498.0,Manual,30824,Petrol,200,43.5,1.6
 Mokka,2015,7998.0,Manual,49633,Diesel,30,60.1,1.7
 Mokka,2015,8698.0,Manual,44845,Diesel,125,60.1,1.6
 Mokka,2016,9298.0,Manual,30596,Petrol,160,44.8,1.4
 Mokka,2014,6495.0,Manual,70733,Diesel,30,60.1,1.7
 Mokka,2016,9898.0,Manual,18556,Petrol,160,44.8,1.4
 Mokka,2015,8498.0,Manual,42923,Petrol,160,44.8,1.4
 Mokka,2015,8498.0,Manual,23820,Diesel,20,68.9,1.6
 Mokka,2016,9498.0,Manual,24022,Diesel,20,68.9,1.6
 Mokka,2015,8991.0,Manual,31048,Petrol,160,44.8,1.4
 Mokka,2015,7491.0,Manual,47695,Diesel,20,68.9,1.6
 Mokka,2016,9000.0,Manual,10524,Petrol,200,40.9,1.6
 Mokka,2015,8991.0,Automatic,29130,Diesel,150,53.3,1.7
 Mokka,2014,6798.0,Manual,63205,Diesel,30,62.8,1.7
 Mokka,2015,8698.0,Manual,30808,Petrol,160,44.8,1.4
 Mokka,2015,9998.0,Automatic,16821,Petrol,205,40.4,1.4
 Mokka,2016,9010.0,Manual,16412,Petrol,160,44.8,1.4
 Mokka,2016,9298.0,Manual,28649,Petrol,165,44.8,1.4
 Mokka,2016,7997.0,Manual,51618,Petrol,200,40.9,1.6
 Mokka,2015,8998.0,Manual,30590,Diesel,20,68.9,1.6
 Mokka,2016,9498.0,Manual,30710,Petrol,200,40.9,1.6
 Mokka,2015,8498.0,Manual,38796,Diesel,20,68.9,1.6
 Mokka,2016,9498.0,Manual,22328,Petrol,160,44.8,1.4
 Mokka,2014,8490.0,Automatic,15336,Petrol,200,41.5,1.4
 Mokka,2015,8290.0,Manual,29200,Petrol,150,47.1,1.4
 Mokka,2016,9298.0,Manual,20668,Petrol,160,44.8,1.4
 Mokka,2014,7498.0,Manual,40128,Petrol,200,43.5,1.6
 Mokka,2016,8795.0,Manual,19987,Petrol,200,40.9,1.6
 Mokka,2016,9250.0,Automatic,39980,Diesel,145,55.4,1.6
 Mokka,2015,8698.0,Manual,45091,Petrol,200,42.2,1.4
 Mokka,2015,7795.0,Manual,33671,Petrol,200,40.9,1.6
 Mokka,2016,9200.0,Manual,11380,Petrol,200,40.9,1.6
 Mokka,2016,9195.0,Manual,19560,Diesel,30,65.7,1.6
 Mokka,2013,6995.0,Manual,37385,Petrol,205,43.5,1.6
 Mokka,2016,8295.0,Manual,31106,Diesel,30,65.7,1.6
 Mokka,2015,8990.0,Manual,12000,Petrol,200,40.9,1.6
 Mokka,2016,7990.0,Manual,39915,Petrol,205,40.9,1.6
 Mokka,2014,6950.0,Manual,43000,Petrol,200,43.5,1.6
 Mokka,2016,7495.0,Manual,43566,Petrol,205,40.9,1.6
 Mokka,2016,8500.0,Manual,34259,Petrol,205,40.9,1.6
 Mokka,2016,8695.0,Manual,33000,Petrol,200,40.9,1.6
 Mokka,2015,7895.0,Manual,61000,Petrol,200,40.9,1.6
 Mokka,2016,6895.0,Manual,90000,Diesel,30,65.7,1.6
 Mokka,2015,8150.0,Manual,48244,Diesel,20,68.9,1.6
 Mokka,2013,6390.0,Manual,48000,Petrol,200,43.5,1.6
 Mokka,2015,8290.0,Manual,39916,Petrol,160,44.8,1.4
 Mokka,2015,7990.0,Manual,22628,Petrol,205,43.5,1.6
 Mokka,2015,10170.0,Automatic,11805,Petrol,200,40.4,1.4
 Mokka,2014,7510.0,Manual,41110,Petrol,200,43.5,1.6
 Mokka,2015,8971.0,Manual,32048,Petrol,205,40.9,1.6
 Mokka,2016,9471.0,Manual,28248,Petrol,205,40.9,1.6
 Mokka,2015,8971.0,Manual,30176,Diesel,30,65.7,1.6
 Mokka,2015,8498.0,Manual,35462,Diesel,125,60.1,1.6
 Mokka,2016,7720.0,Manual,37748,Petrol,160,44.8,1.4
 Mokka,2015,8129.0,Manual,29915,Petrol,200,43.5,1.6
 Mokka,2016,9000.0,Manual,28659,Petrol,160,44.8,1.4
 Mokka,2013,7100.0,Manual,22439,Petrol,200,43.5,1.6
 Mokka,2013,7971.0,Manual,34344,Diesel,125,57.6,1.7
 Mokka,2016,8698.0,Manual,37773,Diesel,30,65.7,1.6
 Mokka,2015,7298.0,Manual,42523,Petrol,205,43.5,1.6
 Mokka,2016,8250.0,Manual,33635,Petrol,200,40.9,1.6
 Mokka,2016,8920.0,Manual,13529,Petrol,160,44.8,1.4
 Mokka,2014,6750.0,Manual,68034,Diesel,30,60.1,1.7
 Mokka,2016,10399.0,Automatic,24042,Petrol,160,43.5,1.4
 Mokka,2016,9290.0,Manual,17982,Petrol,160,44.8,1.4
 Mokka,2016,9554.0,Manual,21050,Diesel,20,68.9,1.6
 Mokka,2015,8600.0,Manual,44471,Petrol,165,44.8,1.4
 Mokka,2014,8750.0,Manual,28635,Petrol,145,47.1,1.4
 Mokka,2013,8151.0,Manual,31746,Diesel,125,57.6,1.7
 Mokka,2015,7640.0,Manual,48047,Diesel,30,62.8,1.7
 Mokka,2016,9991.0,Automatic,19046,Petrol,165,43.5,1.4
 Mokka,2016,8391.0,Manual,23992,Petrol,165,44.8,1.4
 Mokka,2016,8995.0,Manual,32312,Petrol,165,44.8,1.4
 Mokka,2015,8990.0,Automatic,38327,Petrol,200,40.4,1.4
 Mokka,2014,7800.0,Manual,36803,Petrol,150,47.1,1.4
 Mokka,2015,8480.0,Manual,38678,Diesel,20,68.9,1.6
 Mokka,2015,7499.0,Manual,52081,Petrol,205,43.5,1.6
 Mokka,2016,9160.0,Manual,17164,Petrol,200,40.9,1.6
 Mokka,2014,7000.0,Manual,52993,Petrol,200,43.5,1.6
 Mokka,2016,8891.0,Manual,21033,Petrol,200,40.9,1.6
 Mokka,2015,9298.0,Automatic,25321,Petrol,200,40.4,1.4
 Mokka,2016,9360.0,Manual,16518,Diesel,30,65.7,1.6
 Mokka,2014,7990.0,Manual,30786,Petrol,205,43.5,1.6
 Mokka,2013,6417.0,Manual,77127,Diesel,125,57.6,1.7
 Mokka,2016,8999.0,Manual,29840,Petrol,165,44.8,1.4
 Mokka,2015,8720.0,Manual,27395,Petrol,200,42.2,1.4
 Mokka,2015,9200.0,Manual,20434,Petrol,150,47.1,1.4
 Mokka,2016,9298.0,Manual,32239,Diesel,20,68.9,1.6
 Mokka,2016,8000.0,Manual,50556,Diesel,20,68.9,1.6
 Mokka,2016,9930.0,Manual,11500,Petrol,200,40.9,1.6
 Mokka,2015,8290.0,Manual,44516,Petrol,200,42.2,1.4
 Mokka,2016,8990.0,Manual,42814,Diesel,125,60.1,1.6
 Mokka,2016,9110.0,Manual,18617,Petrol,205,40.9,1.6
 Mokka,2016,8690.0,Manual,41581,Diesel,20,68.9,1.6
 Mokka,2015,7640.0,Manual,65421,Diesel,30,65.7,1.6
 Mokka,2015,10955.0,Automatic,41000,Petrol,200,40.4,1.4
 Mokka,2015,9955.0,Manual,45210,Diesel,30,65.7,1.6
 Mokka,2014,8955.0,Manual,53945,Diesel,30,60.1,1.7
 Mokka,2014,7390.0,Manual,45000,Petrol,205,43.5,1.6
 Mokka,2014,5995.0,Automatic,85493,Petrol,205,41.5,1.4
 Mokka,2014,5891.0,Manual,92911,Diesel,30,60.1,1.7
 Mokka,2014,6630.0,Manual,71517,Petrol,200,43.5,1.6
 Mokka,2016,7450.0,Manual,48293,Diesel,30,65.7,1.6
 Mokka,2015,10955.0,Automatic,39500,Petrol,160,43.5,1.4
 Mokka,2015,8498.0,Manual,20135,Petrol,205,43.5,1.6
 Mokka,2015,8498.0,Manual,33104,Diesel,30,65.7,1.6
 Mokka,2015,8481.0,Automatic,34376,Diesel,145,53.3,1.7
 Mokka,2015,7391.0,Manual,45617,Petrol,160,44.8,1.4
 Mokka,2016,8500.0,Manual,29770,Petrol,165,44.8,1.4
 Mokka,2014,7000.0,Manual,50239,Diesel,30,62.8,1.7
 Mokka,2016,9000.0,Manual,66058,Diesel,30,65.7,1.6
 Mokka,2015,7860.0,Manual,51096,Diesel,30,65.7,1.6
 Mokka,2016,8990.0,Manual,27515,Petrol,160,44.8,1.4
 Mokka,2015,7600.0,Manual,56642,Petrol,200,42.2,1.4
 Mokka,2014,6700.0,Manual,69909,Diesel,30,62.8,1.7
 Mokka,2015,8000.0,Manual,53929,Petrol,205,40.9,1.6
 Mokka,2014,7500.0,Manual,50000,Petrol,205,43.5,1.6
 Mokka,2016,7200.0,Manual,63000,Petrol,205,40.9,1.6
 Mokka,2015,9290.0,Manual,18712,Diesel,30,62.8,1.7
 Mokka,2016,9790.0,Manual,12834,Petrol,160,44.8,1.4
 Mokka,2016,8498.0,Manual,55317,Petrol,200,40.9,1.6
 Mokka,2015,7750.0,Manual,37697,Petrol,200,43.5,1.6
 Mokka,2014,7895.0,Manual,36087,Petrol,200,43.5,1.6
 Mokka,2016,8660.0,Manual,32377,Petrol,200,40.9,1.6
 Mokka,2013,6481.0,Manual,47000,Petrol,205,43.5,1.6
 Mokka,2014,8053.0,Manual,36087,Petrol,200,43.5,1.6
 Mokka,2016,9200.0,Manual,20664,Diesel,125,60.1,1.6
 Mokka,2015,8798.0,Manual,22791,Petrol,200,40.9,1.6
 Mokka,2016,7699.0,Manual,40000,Petrol,200,40.9,1.6
 Mokka,2016,10891.0,Manual,11337,Petrol,205,42.2,1.4
 Mokka,2016,8500.0,Manual,39026,Petrol,205,40.9,1.6
 Mokka,2014,7250.0,Manual,27655,Petrol,200,43.5,1.6
 Mokka,2014,8698.0,Manual,43760,Petrol,160,44.1,1.4
 Mokka,2014,7070.0,Manual,53384,Diesel,125,57.6,1.7
 Mokka,2016,10998.0,Automatic,15498,Petrol,165,43.5,1.4
 Mokka,2016,10998.0,Automatic,9437,Petrol,165,43.5,1.4
 Mokka,2016,10495.0,Automatic,11449,Petrol,165,43.5,1.4
 Mokka,2016,8150.0,Manual,58356,Diesel,30,65.7,1.6
 Mokka,2016,8998.0,Manual,28824,Petrol,160,44.8,1.4
 Mokka,2015,7998.0,Manual,51328,Diesel,30,65.7,1.6
 Mokka,2014,7599.0,Manual,46890,Petrol,205,43.5,1.6
 Mokka,2015,9499.0,Automatic,25440,Diesel,150,55.4,1.6
 Mokka,2014,7699.0,Manual,29758,Petrol,200,43.5,1.6
 Mokka,2016,9299.0,Manual,23625,Petrol,160,44.8,1.4
 Mokka,2016,10891.0,Manual,12002,Petrol,200,42.2,1.4
 Mokka,2016,9695.0,Manual,29250,Petrol,160,44.8,1.4
 Mokka,2016,9495.0,Manual,13769,Diesel,30,65.7,1.6
 Mokka,2016,9532.0,Manual,39434,Diesel,30,65.7,1.6
 Mokka,2015,7370.0,Manual,69581,Diesel,125,57.6,1.7
 Mokka,2016,10295.0,Manual,33922,Diesel,20,68.9,1.6
 Mokka,2014,8995.0,Manual,14678,Petrol,200,43.5,1.6
 Mokka,2016,9495.0,Automatic,24617,Petrol,165,43.5,1.4
 Mokka,2015,7998.0,Manual,40834,Petrol,205,42.2,1.4
 Mokka,2015,9998.0,Automatic,19877,Petrol,205,40.4,1.4
 Mokka,2014,7991.0,Manual,37809,Diesel,125,57.6,1.7
 Mokka,2015,8391.0,Manual,42573,Petrol,200,43.5,1.6
 Mokka,2014,7995.0,Manual,39356,Diesel,30,60.1,1.7
 Mokka,2016,8995.0,Manual,33440,Petrol,160,44.8,1.4
 Mokka,2016,10030.0,Manual,6186,Petrol,200,40.9,1.6
 Mokka,2015,7950.0,Manual,47000,Diesel,30,65.7,1.6
 Mokka,2016,9180.0,Manual,22691,Petrol,200,40.9,1.6
 Mokka,2016,8560.0,Manual,39093,Petrol,200,40.9,1.6
 Mokka,2015,7710.0,Manual,39011,Petrol,160,44.8,1.4
 Mokka,2016,10391.0,Automatic,26607,Petrol,160,43.5,1.4
 Mokka,2015,8741.0,Manual,26721,Petrol,165,44.8,1.4
 Mokka,2015,7000.0,Manual,33293,Petrol,200,43.5,1.6
 Mokka,2016,9495.0,Manual,20460,Petrol,200,40.9,1.6
 Mokka,2015,7495.0,Manual,42510,Petrol,200,43.5,1.6
 Mokka,2014,7290.0,Manual,42724,Petrol,145,47.1,1.4
 Mokka,2013,8195.0,Manual,31939,Diesel,30,62.8,1.7
 Mokka,2015,8998.0,Manual,34254,Diesel,20,68.9,1.6
 Mokka,2014,6498.0,Manual,63064,Petrol,205,43.5,1.6
